,sample_id,predict_label,pred
90,3550787120042568704,0,1.4506378320788826e-08
91,3550004598128550144,0,8.547136530978605e-06
92,3554268134851624704,0,5.058652732259361e-07
93,3572509082307833088,0,2.8002421004202915e-06
94,3571952422337027584,0,2.7286064518960984e-09
95,3545422677524680704,0,7.662684765818994e-06
96,3576161443095908864,0,5.5329128372250125e-06
97,3550795978062724352,0,1.171193808602311e-08
98,3561511564857882112,0,4.070878958373214e-07
99,3564139681209384192,0,4.1090416402767005e-07
100,3540365051499210752,0,1.5761038696382457e-08
101,3565953576804440576,0,2.0075178781553404e-06
102,3550553413690731776,0,2.264595622136767e-07
103,3571951164564285952,0,2.4670438136809025e-08
104,3559460831793355264,0,2.7791901402451913e-07
105,3572871429372950528,0,6.76034824209637e-06
106,3550563399143389952,1,1.0
107,3550788704538147840,0,4.9101777221949305e-06
108,3547807168792271616,0,9.069077350432053e-06
109,3539453990152350976,0,7.541169466662723e-09
110,3537055581632091648,0,1.7518341621780564e-07
111,3567853279585100544,0,3.8580587613523676e-08
112,3564140013975731456,0,1.8472303509042831e-06
113,3561541711325303296,0,1.0526385096909507e-08
114,3572456231245054208,0,2.3618907718514492e-08
115,3539455956690685952,1,0.9999634027481079
116,3571770823180535552,0,2.5636911260562556e-08
117,3566339451696496896,0,4.5193115028041575e-08
118,3573749984259071232,0,4.317910473616848e-09
119,3551150390524466176,0,2.3645486635359703e-07
120,3543921127480162304,0,2.0788573085184225e-09
121,3560995464407119360,0,2.3976030050221198e-08
122,3567864173770965760,0,4.3136080307704106e-07
123,3544504978302102784,1,0.9999964237213135
124,3549261532626994688,0,3.7763683735647646e-07
125,3567862726271874560,0,4.8320895729148106e-08
126,3550745046192321536,0,1.2468777867979952e-06
127,3574311250586907648,0,4.5700030426587546e-08
128,3553774559359862272,0,1.2850648545281729e-06
129,3571357829865742336,0,4.4782703412238334e-07
130,3545569144499053824,0,6.453137757489458e-08
131,3544241945917014016,0,2.7287438797429786e-07
132,3540356997878860544,0,1.5819321674825915e-07
133,3545039629305705216,0,1.2579047847793845e-07
134,3552259915866586368,0,1.64882052899884e-07
135,3545546651754323712,0,3.576754181722208e-08
136,3560998896181792512,0,8.968185483126945e-08
137,3577660680884474368,0,3.701350124174496e-06
138,3561131131688192768,0,3.52663698244271e-09
139,3560995653479125760,0,1.0018118956622857e-07
140,3573809501768868608,0,6.572744570831901e-10
141,3570410063725693184,0,6.688862413284369e-06
142,3541280044889747712,1,1.0
143,3544119812080770048,0,6.041912303800245e-09
144,3561544073558748416,0,1.111741365633634e-09
145,3570088030717980416,0,8.829069884086493e-06
146,3547089035227422208,0,5.799829523311928e-06
147,3512776788142127104,1,0.9999990463256836
148,3561510942179600640,0,3.457714825572111e-08
149,3567854447723291136,0,2.053815933322767e-06
150,3561541459979576320,0,9.702766590180545e-08
151,3536703989163528448,0,1.8553656389030948e-08
152,3577704738876991488,0,6.131959651156649e-08
153,3503644431878733824,1,0.9994972944259644
154,3545021440117499904,0,4.827410066354787e-06
155,3561512119000881664,0,1.472149324399652e-05
156,3572862392760968192,0,2.4039589874291778e-08
157,3570439252322490880,0,4.5058715159029816e-07
158,3549072313199900160,0,7.663546966796275e-06
159,3553527154559089408,0,7.406822078337427e-06
160,3564140149269725440,0,2.7718465744897003e-08
161,3561542965366719744,0,1.0553141471802974e-08
162,3560985931727083008,0,1.2380053249216871e-06
163,3559701236145942272,0,7.969236321514472e-06
164,3572681005556489728,0,1.0166050742554944e-05
165,3567871256169132544,0,2.2849859782070325e-09
166,3574500236245857792,0,6.825934817378254e-10
167,3561513066044573952,0,2.5261513201257912e-06
168,3564140295387937792,0,1.0017293661235271e-08
169,3570441545838002688,0,3.3374462304891495e-07
170,3559653693096181760,0,5.2978725761931855e-06
171,3514613443292755456,0,1.4346980492518924e-07
172,3571357486266085632,0,4.555599275590794e-08
173,3567682951920744704,0,1.0766374316517613e-06
174,3549639758184868096,0,1.5917974849344318e-07
175,3571704573310869504,0,4.863434696744662e-06
176,3545733491423088896,0,9.618265295330275e-08
177,3553013564515266304,0,1.1756589479716695e-08
178,3535144424264036608,0,1.0119595117430435e-07
179,3539085290272900608,1,0.9999997615814209
180,3550788592866490880,0,9.519072818875429e-08
181,3564140215932737280,0,2.9855330012651393e-06
182,3550786984751519744,0,9.634528730373404e-09
183,3543931385420853248,0,1.2993069731237483e-08
184,3554327761882128384,0,1.0840849995474855e-07
185,3571950679231173120,0,1.1562453750002533e-07
186,3561542690486442496,0,2.0846304682464734e-09
187,3561549010531741696,0,1.0623341317739232e-08
188,3547042550796050432,0,1.1472184269223362e-06
189,3572818921904970240,0,3.5789156083154694e-09
190,3544621058972864256,0,1.1227594853835399e-07
191,3568584946783606784,0,8.954063268618029e-09
192,3569700208709789952,0,5.437733761937125e-06
193,3569900895351081472,0,2.7804565760902733e-08
194,3547029351774277888,0,2.3422315198473598e-09
195,3568561670861672704,0,3.519207609770092e-07
196,3540352780221321728,0,6.459177370743419e-07
197,3542108359400295936,0,1.5357812799265957e-07
198,3550796076847085568,0,1.1867476814586553e-06
199,3501828146220493568,1,1.0
200,3564140450007781888,0,4.4206881710806556e-08
201,3549114607889716736,0,8.918485036701895e-06
202,3545218136149902592,0,4.970967438566731e-06
203,3547257861801957632,0,1.8840665916286525e-07
204,3554263977325679360,0,4.1101344550042995e-07
205,3561512005184331008,0,9.121746984419588e-07
206,3545218626361946112,0,1.2511600644415921e-08
207,3550939872354287360,0,2.776550900307484e-08
208,3550554197173089536,1,1.0
209,3573805208948468480,0,3.2544225092578927e-09
210,3574311974941509888,0,4.6178787016515344e-08
211,3540383442550619904,0,2.7290035120586253e-08
212,3547768897897611264,0,2.784594016702613e-06
213,3550787577455632640,0,8.59419060361688e-08
214,3544495789220127232,0,1.5326980928875855e-07
215,3560988830923485696,0,4.072086596806912e-07
216,3567659978047866624,0,1.0205172173982646e-07
217,3540364742260741376,0,4.3389977832930526e-08
218,3537809507306017536,0,3.642079718702007e-06
219,3567855736308109056,0,8.903679713512247e-07
220,3561510817534856704,0,8.858214641804807e-07
221,3550372588778861056,0,4.777088179253042e-06
222,3544146905319950336,1,0.9999904632568359
223,3561512591448646144,0,7.131249731173739e-06
224,3576415142518671616,0,5.105281388750882e-07
225,3513130309481843968,0,3.566407394828275e-05
226,3567847485674519296,0,2.750617333902028e-08
227,3541673611512199168,0,2.762955944035639e-07
228,3564135706216300288,0,2.4478591598153798e-08
229,3567851411183772160,0,4.3416886796876497e-07
230,3502730810907005440,1,1.0
231,3574500356503795712,0,6.825934817378254e-10
232,3545186065626980096,0,6.292191301326966e-08
233,3572458048012578048,0,3.85953811132822e-08
234,3525919328242680576,0,3.5837315337516884e-09
235,3537629395704724480,0,5.715282895835117e-07
236,3566209063022919936,0,3.9921975059087345e-08
237,3567849686845980672,0,8.363225788343698e-06
238,3573791492971603968,0,8.562848763382647e-10
239,3567863091346026240,0,7.540892910107289e-10
240,3564143001129043456,0,4.4311054381296344e-08
241,3561509700844771328,0,3.929817182779516e-08
242,3561510196914107648,0,4.070859347393707e-07
243,3572639340729310720,0,7.286804702744121e-06
244,3541896756537137408,0,4.002650712209288e-06
245,3565842178328090880,0,1.394871219417837e-06
246,3572865247420547072,0,1.479482278909927e-07
247,3555584018915151360,0,1.8919864714916912e-06
248,3572457873413812224,0,3.3831213386292802e-09
249,3576357602842073344,0,2.7415349990178584e-08
250,3572270599956643584,0,4.6734410830140405e-07
251,3571715044441560576,0,1.3035517554271792e-08
252,3566000529384989952,0,3.004934114869684e-06
253,3561511399501416960,0,7.956562058097916e-07
254,3571398213292458240,0,1.2630714252281905e-09
255,3572485668293442560,0,7.301680371440966e-10
256,3545047666747258368,0,1.8724157371252659e-06
257,3539453595016324096,0,7.541184565695858e-09
258,3534988630765837568,0,1.5054446294016088e-06
259,3576210517389260288,0,1.8227761984235258e-06
260,3540166713648065024,0,2.7328738383403106e-08
261,3567852454857089280,0,4.341738701896247e-07
262,3564140254588434432,0,5.9047913225640514e-08
263,3561540087827161344,0,3.8707145932903586e-08
264,3540373918460195584,0,5.3682374101526875e-08
265,3571518137373165056,0,9.182054782286286e-06
266,3545927409196672000,0,1.6525183355042827e-06
267,3572457508995723520,0,3.771676304609173e-09
268,3541835624123502080,1,0.9999980926513672
269,3574310662830322176,0,8.881688700057566e-07
270,3544659421034190848,0,4.320429809467896e-07
271,3561376698682767360,0,9.37398825229252e-10
272,3547061961313565952,0,6.940300409041811e-06
273,3547218822695612928,0,2.5682080462274826e-08
274,3550783797536822528,0,1.0373115699735536e-08
275,3561540188759671552,0,4.5630440581589937e-07
276,3545222027974709760,0,1.5670951825086377e-07
277,3547805409416833536,0,2.9665181955351727e-07
278,3559701098706662656,0,1.3264956578495912e-05
279,3554264583263233024,0,5.04094396092114e-06
280,3572511964230713856,0,1.5608367931463363e-09
281,3572460990064985344,0,4.049810087281003e-08
282,3567864809333756160,0,4.313628778618295e-07
283,3550796755800907776,0,9.232412594428752e-07
284,3525918847206848768,0,3.5837517398107366e-09
285,3556933231570810880,0,4.5267179871189e-07
286,3576906409681516544,0,1.0638933289897068e-08
287,3545577533158172928,0,9.186516791714894e-08
288,3554266829528995840,0,1.2413474905770272e-06
289,3549493800161293568,0,6.413579285435844e-06
290,3570661377293361152,0,4.178455128567293e-06
291,3567855059758435584,0,4.341795900586476e-08
292,3550554317433001216,0,1.6921481105214298e-08
293,3544255369835534080,0,4.419011077061441e-07
294,3567863535874755584,0,4.23573744967598e-08
295,3569338684132106752,0,1.998996523866481e-09
296,3564140709760119808,0,3.175005502953354e-08
297,3574315208399490560,0,4.971347067339593e-08
298,3538858939056192768,0,8.020112545636948e-06
299,3544621600137897728,0,8.745311788516119e-06
300,3545219689367013888,0,1.7729136914113042e-07
301,3569902713618478848,0,4.0372131479671225e-05
302,3560821256241729536,0,2.242986738565378e-06
303,3570661082433555968,0,5.928320206294302e-06
304,3563557350123791616,0,1.094703475246206e-05
305,3568406068493099264,0,1.9418696410866687e-06
306,3572862966139862272,0,2.326302173116801e-08
307,3536119905268871168,0,1.8566527160146507e-06
308,3576785969994544384,0,3.3549935052334945e-10
309,3549111049856128000,0,1.0209841860842062e-08
310,3543524248495402240,0,4.206097401038278e-06
311,3549848692963409920,0,2.0300457492794521e-07
312,3539456787767096576,0,1.45225229175594e-07
313,3550796611572288256,0,4.556516444154113e-07
314,3573802786589470208,0,3.1729456839713066e-09
315,3545220471048707328,0,7.718151806557216e-08
316,3561510723135981056,0,4.131265143314522e-07
317,3571948162380933632,0,2.8961393283566395e-09
318,3561509827638213120,0,6.756332368240692e-06
319,3568561083945464576,0,4.378150038064632e-07
320,3561512866232504064,0,3.8681235992044094e-08
321,3549069448804708864,0,7.301783853108645e-07
322,3545913930027550720,0,6.302532824520313e-07
323,3537938164640655872,0,2.9710081435041502e-06
324,3548140159752856320,0,4.2699892333075695e-07
325,3549126419398066432,0,1.1370798524978909e-08
326,3550796371055229952,0,9.302342363071148e-08
327,3500876720767346944,1,0.9997063279151917
328,3564140634693716224,0,1.028825863613747e-06
329,3561509376571880704,0,3.8107263122810764e-08
330,3544095045147876096,0,7.920728535282251e-07
331,3539443432565626368,0,1.4522592550747504e-07
332,3547089906517508096,0,1.7902502804645337e-06
333,3560989092824059136,0,3.0439903184742434e-06
334,3543886889561820416,0,1.1874760275532026e-05
335,3572686173055395840,0,3.875312813761411e-06
336,3550563826840361728,0,2.2654208464700787e-07
337,3553774265502100224,0,1.0207757306091025e-08
338,3573805029213731584,0,2.338786053712738e-08
339,3550787231363017728,0,1.4320536756429192e-08
340,3535220380203057664,0,3.183274976947814e-09
341,3558547230185795328,0,3.218725055376126e-07
342,3545185294682280960,0,4.029223248380731e-07
343,3566339215475461120,0,3.123890923717454e-09
344,3568775963307124992,0,3.434460609241796e-07
345,3544092159520630272,0,2.873224680399744e-08
346,3551114469564049664,1,1.0
347,3562073159750694400,0,4.5906112688953726e-08
348,3570660421663014912,0,6.055262019799557e-06
349,3567862202380090880,0,4.2978237502211414e-07
350,3541872866342501888,0,1.3974703279018286e-06
351,3564140677551568384,0,3.1720840070192935e-06
352,3573791330414909184,0,2.5900940059386812e-08
353,3571351341662103808,0,1.1042427559004864e-06
354,3569345160944596992,0,9.28974202452082e-07
355,3545039848347946496,0,2.520056607835386e-09
356,3549068871128414720,0,5.205452566769964e-07
357,3544435103479145984,0,2.5732276753842598e-06
358,3550781274592271104,0,1.0407583062033154e-07
359,3563403852381554176,0,4.159139166404202e-07
360,3560996458693099264,0,2.6515451736486284e-06
361,3550796257584070144,0,5.066512471785245e-07
362,3545544300258661888,0,1.4038892715007023e-08
363,3571886647714151680,0,4.4947341848455835e-08
364,3550409347253415936,0,5.94162111156038e-06
365,3570662373074626048,0,4.4217682670932845e-07
366,3534693124130062592,0,1.9853381161283323e-07
367,3572458142501832192,0,4.532930404366198e-07
368,3555044770132744960,0,4.1556339169801504e-07
369,3571940986982534656,0,3.323817221456693e-09
370,3539491665047303168,0,5.646903673550696e-07
371,3554700393595486976,0,4.2823562580451835e-06
372,3567252684149168128,0,6.0287388805591036e-06
373,3574303266897841920,0,3.123577414498868e-07
374,3573248293424731648,0,1.0333108093618648e-06
375,3535164244977203456,0,4.623973950401705e-07
376,3574315428095656448,0,4.929762553729233e-07
377,3572510433077624320,0,9.733637853059918e-06
378,3567874619131400960,0,3.9054251033121545e-07
379,3561540281011471360,0,3.870728804145074e-08
380,3563611421707497216,0,5.829790339362262e-08
381,3553207567841105408,0,2.3174571150974543e-09
382,3564139863744784384,0,3.953325489192139e-08
383,3561542516541242112,0,7.184585704145263e-10
384,3563354720009589504,0,4.0965909420265234e-07
385,3550745252699057920,0,3.1849930337557453e-07
386,3568562572153577728,0,4.821667687338049e-08
387,3550553589784174592,0,8.002288268471602e-06
388,3564140531518950400,0,4.079695248293547e-09
389,3536476147590686208,0,3.913757495865866e-07
390,3572871723576604160,0,2.2629146769759245e-06
391,3536701833092647424,0,7.001287485763896e-06
392,3567648510483137536,0,5.961347859795296e-09
393,3573254199659421440,0,3.574399665140504e-09
394,3561512271472473856,0,4.562956235076854e-08
395,3576589780396424704,0,1.2870335908132802e-08
396,3566339949913481984,0,4.164210309909322e-08
397,3561539437047746816,0,2.5102406198129756e-07
398,3549106720181938688,0,1.8671488533072989e-07
399,3539231387880082176,0,4.222465292968991e-07
400,3571771407298799104,0,3.9580769772840085e-09
401,3549111088163154944,0,1.0209841860842062e-08
402,3559467748927472384,0,2.2694630388286896e-06
403,3562137350276840704,0,4.05376613343833e-06
404,3564139975416478208,0,2.0456050187078745e-09
405,3541279827996370176,0,1.7016286335547193e-07
406,3565993550064506880,0,5.584731752605876e-06
407,3572456992945021184,0,1.8914472548203776e-06
408,3550784044844631040,0,7.99199906253989e-09
409,3572819892568188416,0,7.223791786969969e-09
410,3539443202784285184,0,1.452257833989279e-07
411,3544621200116641280,0,6.86487311440942e-09
412,3577697048737649664,0,1.0779961456819365e-07
413,3574311592692259584,0,4.7595483465556754e-07
414,3572457923461554432,0,2.5651925028569167e-08
415,3565850297962871552,0,2.634091515574255e-06
416,3568562797637411072,0,1.4604120224248618e-06
417,3550806256267278592,0,4.5081281996317557e-07
418,3549113291828816640,0,3.4137681268475717e-06
419,3558942627019837952,0,2.539828187764215e-07
420,3573755654269600000,0,1.036758703776286e-06
421,3573254472391211520,0,7.970397675194363e-09
422,3564140052630839040,0,5.931119630986359e-06
423,3570662324335770368,0,6.097972686802677e-07
424,3571714851167271936,0,1.0803591976582538e-07
425,3573256707921145600,0,3.4091292011595442e-09
426,3550597327584927232,0,4.248879008628137e-07
427,3547092196323685376,0,1.739932713462622e-07
428,3564143155745988352,0,2.1339441325096686e-09
429,3566339705192570368,0,3.123890923717454e-09
430,3545546913748282880,0,1.790586878769318e-07
431,3565953851772266752,0,2.0611587387975305e-05
432,3535144980460932864,0,3.0224668989831116e-07
433,3545183300256252672,0,8.601472472946625e-06
434,3549106522961123072,0,7.992638551002074e-09
435,3571707311353687040,0,2.6037730549433036e-07
436,3539087970890178816,0,2.979512858658495e-09
437,3561540888749709568,0,9.261534472670974e-08
438,3571952253339158272,0,3.854572128147993e-08
439,3572271081646556160,0,4.078628990100697e-09
440,3563354367916036608,0,2.6338895509070426e-08
441,3573016073787270400,0,3.423026750937197e-09
442,3553784861185990912,0,5.865956609341083e-07
443,3566339005019838464,0,4.286941646114428e-08
444,3573247014179998208,0,1.7382739088134258e-06
445,3553213327390369024,0,3.702854911580289e-09
446,3573757020070453760,0,1.0812337905008462e-06
447,3570661484669101824,0,4.5284579641702294e-08
448,3577693189495929344,0,2.4735140868870076e-06
449,3564139769163727104,0,7.321936834614462e-08
450,3541868040946480896,0,9.523794375354555e-08
451,3549661563382905344,0,3.6194210224493872e-06
452,3548381201321945344,0,3.1526894872513367e-06
453,3568563345898917888,0,4.588877899891486e-08
454,3544095503151447040,0,1.124705217847577e-08
455,3550381868402809344,0,9.2050036926139e-08
456,3545981174180516608,1,0.9998766183853149
457,3561543478615636224,0,1.2180553312646225e-06
458,3573246923984268544,0,5.487932526193617e-07
459,3572445498118921728,0,2.2528026111245936e-09
460,3548010051721608704,0,2.688117547222646e-06
461,3537940027064327168,0,2.479844170011347e-06
462,3574310971414220288,0,4.503968042968154e-08
463,3549269390270428160,0,4.4556875877788116e-07
464,3547038440512388352,0,9.144804380412097e-08
465,3544621482027487744,0,9.019541558075161e-09
466,3562113438045227008,0,2.5601372133365885e-09
467,3561543010556278272,0,9.63923767471897e-08
468,3560989391324331264,0,1.2917013918922748e-05
469,3570083341267818752,0,1.919559281304828e-06
470,3544621702628899840,0,9.931028762366623e-05
471,3561511762519858432,0,1.6489416054810135e-07
472,3540384048141458432,0,1.0480331269491217e-07
473,3535525121016364032,1,0.9506884813308716
474,3564140411354977024,0,0.388578861951828
475,3545028932690237696,1,0.9949416518211365
476,3568616270636530688,1,0.9885910153388977
477,3543887057651570432,1,0.6363357305526733
478,3558402165517020672,0,0.0002646859211381525
479,3539132047436182272,0,5.473623332363786e-06
480,3545544152084213504,0,6.97524010320194e-05
481,3550598210201222656,0,7.265542535606073e-06
482,3540763823625025536,1,0.9999990463256836
483,3542821467849603328,1,1.0
484,3547031952965911296,1,1.0
485,3569121101091609088,1,1.0
486,3558604946659315456,0,1.6101348592201248e-05
487,3544070011933976064,1,1.0
488,3543887545130997248,1,0.8562009334564209
489,3568616280715993344,1,1.0
490,3576525851740953344,1,0.9634576439857483
491,3572648632237109760,1,0.9999388456344604
492,3545390747175455488,0,0.29712823033332825
493,3576391475101289216,1,0.9999703168869019
494,3536120522153117696,0,4.186532532912679e-05
495,3544619134240625920,1,0.9999910593032837
496,3539483303306195712,1,0.9918680787086487
497,3547219636005833472,1,1.0
498,3554267097966908160,0,2.3139459699450526e-06
499,3547037872988279296,1,1.0
500,3544097136800075520,1,0.9997438788414001
501,3576915323886128384,0,0.0036886255256831646
502,3568585123532921600,1,1.0
503,3564140744212774912,1,0.9999996423721313
504,3537802935447782400,1,0.9756360054016113
505,3547037095598956544,0,0.3171052038669586
506,3501283092832942080,1,1.0
507,3540353087866773760,1,0.9983062744140625
508,3550367552927840768,1,0.9984242916107178
509,3551681302170111232,0,0.003894844790920615
510,3549126582607550976,1,0.9894099235534668
511,3550552011037360384,1,1.0
512,3541697588166219008,1,0.9999949932098389
513,3512740278772526080,0,0.005400777794420719
514,3540353485153668608,0,5.50514869246399e-06
515,3534690847239772928,1,1.0
516,3544622154189292032,0,0.13640543818473816
517,3543014663512057344,1,1.0
518,3544668511917013760,1,0.97357177734375
519,3506629661783447040,1,1.0
520,3541883274636866816,0,0.001055500702932477
521,3539523482721643520,1,0.9999680519104004
522,3550553885790861056,0,1.781852733984124e-05
523,3542627404047847168,1,0.8154598474502563
524,3566765950630759936,1,0.9299284219741821
525,3535005043427145472,0,5.786845122202067e-06
526,3569371321588999168,1,0.9999351501464844
527,3545927106987486208,1,0.9946948885917664
528,3534673265790891520,1,1.0
529,3549066702171159552,0,8.537988833268173e-06
530,3570439419174305280,0,9.39122310228413e-06
531,3570081914687108352,0,8.547512152290437e-06
532,3545034760373857536,1,0.9981318116188049
533,3545360521344651008,0,0.00011413849279051647
534,3545579367108937216,0,2.2687298042001203e-05
535,3517907537115482112,1,1.0
536,3560999263305890048,0,2.515328196750488e-05
537,3564140600332134912,0,6.553598723257892e-06
538,3543887215975732224,0,0.0007867586100474
539,3536311530087350784,1,0.9999245405197144
540,3543183885781453056,0,1.5150213585002348e-05
541,3537625241913142272,1,0.9999942779541016
542,3540383090363921408,0,0.0
543,3544695550299331584,0,0.0003267935826443136
544,3551666295551249408,0,0.0
545,3549661780280005376,1,0.9448095560073853
546,3571372262449484544,0,9.952148684533313e-05
547,3551143471329804032,1,0.984204113483429
548,3549106286389905664,0,0.04386745020747185
549,3537810881694851840,1,0.9999712705612183
550,3544095769440479488,0,0.1198635846376419
551,3534509643126661120,0,6.6355687522445805e-06
552,3561544423507798016,0,0.0243097934871912
553,3534673921333864960,1,0.9999818801879883
554,3535160222743366400,1,1.0
555,3547031267328201728,0,9.097885777009651e-05
556,3535240040973527040,0,0.11450783908367157
557,3545221494814459648,0,7.682177965762094e-05
558,3550795797674276608,0,6.448880594689399e-05
559,3545981465651409152,1,0.912018358707428
560,3535169937959953664,1,1.0
561,3550413266760901120,0,0.0008868208969943225
562,3539456483382583808,0,1.0189831982643227e-06
563,3568954557291987456,0,0.011393015272915363
564,3534690293748534528,1,1.0
565,3539827232989818368,0,2.289606345584616e-05
566,3574485500211675904,1,0.9962702989578247
567,3543014515334004480,0,6.92314551997697e-06
568,3569338428585256192,1,1.0
569,3534509926594902528,0,1.996429141866344e-23
570,3550367407249678080,1,0.999943733215332
571,3575989083907832576,1,0.9979974627494812
572,3544305766982196224,1,0.9235872030258179
573,3547090226492737024,0,0.009395052678883076
574,3544434968778136064,0,7.791010284563527e-05
575,3551894965704435456,0,0.001118453568778932
576,3535144200922924032,1,0.99982088804245
577,3538558521683547136,0,0.15732066333293915
578,3543908519014899712,0,2.4184071662602946e-05
579,3539489691509446656,0,1.4362958609126508e-05
580,3564140331804400128,1,0.9675279855728149
581,3574182228277587712,0,7.268349145306274e-05
582,3560992442899937536,1,0.9111790657043457
583,3545547257344602624,0,0.00014936921070329845
584,3569864658716018432,1,0.979484498500824
585,3543367802167290880,0,0.0009482105961069465
586,3500876859795079424,0,0.0
587,3538127388569822976,0,1.3852720712748123e-06
588,3555611974252476928,0,2.729604602791369e-05
589,3535223689473751040,0,0.004451992455869913
590,3545728488370868224,1,0.9999862909317017
591,3547090014477762816,0,0.22535443305969238
592,3537775325249538048,1,0.9991601705551147
593,3540932592775654912,1,1.0
594,3549812222595657216,0,2.078629950119648e-05
595,3547031416093305600,1,1.0
596,3568613319992813312,1,0.9999943971633911
597,3535144539667105280,1,0.9837667942047119
598,3543889239496125440,0,0.01058308407664299
599,3537801668429178112,1,1.0
600,3573193070882490368,0,1.0630642464093398e-05
601,3549639300421536768,0,2.6768484531203285e-06
602,3564140486425501696,0,4.904767592961434e-06
603,3544504835008555520,1,1.0
604,3544097042309376256,1,1.0
605,3545927759233176064,0,1.2058399988745805e-05
606,3537803700507943168,1,0.9999991655349731
607,3543881744187533056,0,0.1406484842300415
608,3504419692801390848,1,0.9968174695968628
609,3544674743914134528,1,0.9999966621398926
610,3550569665499983616,1,0.9999974966049194
611,3572486024775691520,0,0.12649953365325928
612,3544097081552264960,1,0.813141942024231
613,3549066237968272384,1,0.8812950849533081
614,3550375398034458368,1,0.9641889929771423
615,3537573504737390336,1,0.982004702091217
