,tenant_level_code,student_num_code,techer_num_code,student_rate_code,techer_rate_code,nofree_course_num_code,free_course_num_code,nofree_course_rate_code,free_course_rate_code,nofreecourseNum_Same2Tenant,teachplan_num_code,teachplan_type_num_code,teachact_num_code,teachact_type_num_code,openingtime_code,region_code,prvn_code,teacher_num_code,teacher_rate_code,teachActSim,virtualLabel,type
3549812222595657216,6675,23,0,0,0,2,0,0,0,2,0,0,0,0,2022,7268,340000,1,0,19,3,other
3547031416093305600,9075,275,0,0,0,3,2,0,0,3,14,9,226,6,2022,7290,410000,4,0,23,3,other
3568613319992813312,6675,216,0,0,0,2,3,0,0,2,11,4,238,6,2022,8878,510000,1,0,26,3,other
3535144539667105280,9075,115,0,0,0,6,0,0,0,5,8,3,144,4,2022,8878,500000,1,0,51,3,other
3543889239496125440,9075,78,0,0,0,3,1,0,0,3,17,16,212,7,2022,7268,370000,6,0,51,3,other
3537801668429178112,9075,347,0,0,0,5,1,0,0,5,14,3,513,6,2022,8878,500000,6,0,23,3,other
3573193070882490368,6675,39,0,0,0,2,0,0,0,2,3,3,52,6,2022,7278,440000,1,0,33,3,other
3549639300421536768,9075,19,0,0,0,1,0,0,0,1,2,2,6,2,2022,7266,120000,0,0,40,3,other
3564140486425501696,6675,12,0,0,0,5,0,0,0,4,2,2,12,2,2022,7290,420000,1,0,23,3,other
3544504835008555520,9075,462,0,0,0,4,5,0,0,4,58,18,1132,6,2022,7278,440000,11,0,28,3,other
3544097042309376256,6675,348,0,0,0,3,3,0,0,3,16,11,126,2,2022,6866,220000,4,0,38,3,other
3545927759233176064,6675,44,0,0,0,2,0,0,0,2,2,2,44,6,2022,7268,320000,2,0,41,3,other
3537803700507943168,9075,214,0,0,0,5,1,0,0,5,17,6,467,6,2022,8878,500000,4,0,27,3,other
3543881744187533056,6675,107,0,3,0,2,0,0,0,2,10,8,313,6,2022,7266,120000,1,0,42,3,other
3504419692801390848,9075,136,0,-1,0,5,0,3,0,5,31,13,520,6,2021,7268,370000,6,-1,41,3,other
3544674743914134528,9075,193,0,22,0,2,5,0,0,2,10,6,225,6,2022,7278,440000,8,0,44,3,other
